,falling,area,bb_ratio,hu1,hu2,hu3,hu4,hu5,hu6,hu7,variance
140,1,2580,1.39534883721,0.000963114644353,1.02385863699e-07,1.28813122577e-12,3.79032421965e-13,-2.06298475705e-25,1.08174081329e-16,1.66086491849e-25,10464.3320714
141,1,2448,1.88888888889,0.000979793369958,2.91843879928e-07,1.18901884379e-12,3.77295539951e-12,7.73867266366e-24,2.01159191076e-15,-1.99340330049e-24,7853.47222222
142,1,2074,1.79411764706,0.00120017410211,4.44661450035e-07,8.17602748358e-12,7.41587173532e-12,-1.36466619753e-23,-4.27770336209e-15,-5.61093145533e-23,13085.2677372
143,1,2108,1.82352941176,0.00117207434566,3.86704669461e-07,1.78293478112e-12,8.4880565955e-12,2.39308638271e-23,2.19082915295e-15,-2.27519124308e-23,12699.6666883
144,1,2108,1.82352941176,0.00121412955802,4.20636748872e-07,1.74773716834e-12,5.49044031654e-12,1.43810966821e-23,-9.28717083362e-16,-9.08021086479e-24,13410.3716831
145,1,1450,2.32,0.00164978278318,1.25701862462e-06,5.52936687644e-12,1.07643738987e-12,2.59887221258e-24,-6.83343116655e-16,-3.77583760842e-25,14690.5469679
146,1,2852,1.34782608696,0.000989302770716,6.70886798537e-08,3.69701779626e-13,1.49395662007e-12,8.34527121957e-25,-3.23615204438e-16,7.32316524516e-25,11504.1007215
147,1,2726,1.23404255319,0.000783752897675,2.67079934402e-08,4.51431948273e-13,6.62802996393e-13,3.57648221247e-25,-9.27789108598e-17,5.94410386699e-26,6590.53267656
148,1,2108,1.82352941176,0.00115150426766,3.69288663709e-07,1.2213364205e-12,8.50026041996e-12,2.29925060069e-23,3.87523714034e-15,-1.48817619407e-23,12420.2458377
149,1,2914,1.31914893617,0.000797530506618,4.04732370771e-08,3.90959240608e-14,3.5207127436e-13,-2.64155908268e-26,4.99332134151e-17,3.1755162166e-26,5880.79319643
150,1,2842,1.18367346939,0.000860601089383,1.44283560549e-08,5.02694467729e-13,9.78253258819e-13,5.73301943567e-25,-1.1534088886e-16,3.76737951057e-25,9005.80539916
151,1,2108,1.82352941176,0.00119895906162,4.0065802016e-07,8.63102981329e-13,3.19546102777e-12,5.30672404776e-24,-6.94146725321e-16,-2.56965414627e-26,13293.0280957
152,1,1740,1.93333333333,0.00127127725963,6.02583745993e-07,1.11763068465e-11,4.02118478552e-12,-1.59422484914e-23,-3.07162328255e-15,2.17382956046e-23,13138.5679994
153,1,1537,1.8275862069,0.00124054963792,5.61836176768e-07,7.40799135023e-12,2.13014142561e-12,2.17444771009e-24,-9.69693706148e-16,8.17764518338e-24,13704.0939836
154,1,1647,2.25925925926,0.00148198193426,1.05363207907e-06,1.88499798243e-11,2.18686430428e-11,3.26864051243e-22,1.47478284959e-14,3.00500646581e-22,14247.2020664
155,1,1216,3.36842105263,0.00237628779527,3.98047135489e-06,1.46094588358e-10,1.58892026742e-10,2.41006812909e-20,2.67312204544e-13,-2.28362683143e-21,15501.5822308
156,1,1692,1.30555555556,0.000945383633982,6.76683092618e-08,1.21398056382e-11,1.48348452632e-11,1.9854437851e-22,3.76337196486e-15,1.46109879261e-23,11153.1235853
157,1,2156,1.11363636364,0.000979803485422,6.66907616984e-09,2.39729612378e-13,9.11334460908e-12,-4.75173764803e-24,-7.01149816459e-16,1.26043718997e-23,12965.7164359
158,1,2080,1.3,0.000954002207928,8.17214927593e-08,3.3046293449e-12,1.45217757733e-11,-3.16471611161e-23,-3.10842944325e-15,-9.54907866801e-23,12543.749948
